import time: self [us] | cumulative | imported package
import time:       107 |        107 |                                                 sympy.integrals.trigonometry
import time:       525 |       1638 |                                               sympy.integrals.integrals
import time:       165 |        165 |                                                       sympy.polys.domainmatrix
import time:       227 |        392 |                                                     sympy.polys.solvers
import time:       328 |        719 |                                                   sympy.polys.matrices.linsolve
import time:       661 |       1379 |                                                 sympy.integrals.laplace
import time:      1062 |       2441 |                                               sympy.integrals.transforms
import time:       195 |        195 |                                               sympy.integrals.singularityfunctions
import time:       102 |       4374 |                                             sympy.integrals
import time:         9 |       4383 |                                           sympy.integrals.integrals
import time:       482 |       5053 |                                         sympy.concrete.summations
import time:       349 |       5995 |                                       sympy.concrete.products
import time:        90 |       6085 |                                     sympy.concrete
import time:       251 |        251 |                                           sympy.simplify.gammasimp
import time:        97 |        347 |                                         sympy.simplify.combsimp
import time:       167 |        167 |                                         sympy.simplify.cse_opts
import time:       292 |        292 |                                           sympy.simplify.powsimp
import time:       752 |       1043 |                                         sympy.simplify.hyperexpand
import time:       371 |        371 |                                           sympy.simplify.sqrtdenest
import time:       363 |        733 |                                         sympy.simplify.radsimp
import time:       289 |        289 |                                           sympy.simplify.cse_main
import time:        93 |         93 |                                           sympy.strategies.tree
import time:       373 |        754 |                                         sympy.simplify.trigsimp
import time:       511 |       3553 |                                       sympy.simplify.simplify
import time:       388 |        388 |                                       sympy.simplify.fu
import time:       118 |        118 |                                       sympy.simplify.epathtools
import time:       110 |        110 |                                       sympy.simplify.ratsimp
import time:       116 |       4284 |                                     sympy.simplify
import time:       333 |        333 |                                         sympy.solvers.polysys
import time:       214 |        214 |                                         sympy.solvers.bivariate
import time:       574 |       1120 |                                       sympy.solvers.solvers
import time:       584 |        584 |                                             sympy.solvers.solveset
import time:       733 |       1316 |                                           sympy.solvers.diophantine.diophantine
import time:       169 |       1485 |                                         sympy.solvers.diophantine
import time:        11 |       1495 |                                       sympy.solvers.diophantine.diophantine
import time:       289 |        289 |                                       sympy.solvers.recurr
import time:       103 |        103 |                                           sympy.solvers.deutils
import time:       299 |        299 |                                             sympy.solvers.ode.riccati
import time:       229 |        229 |                                             sympy.solvers.ode.hypergeometric
import time:       251 |        251 |                                               sympy.solvers.ode.subscheck
import time:       256 |        507 |                                             sympy.solvers.ode.nonhomogeneous
import time:       133 |        133 |                                               sympy.solvers.pde
import time:       319 |        451 |                                             sympy.solvers.ode.lie_group
import time:       750 |       2234 |                                           sympy.solvers.ode.single
import time:       575 |       2911 |                                         sympy.solvers.ode.ode
import time:       521 |        521 |                                         sympy.solvers.ode.systems
import time:       207 |       3638 |                                       sympy.solvers.ode
import time:       161 |        161 |                                       sympy.solvers.inequalities
import time:       193 |        193 |                                       sympy.solvers.decompogen
import time:       159 |        159 |                                       sympy.solvers.simplex
import time:       218 |       7269 |                                     sympy.solvers
import time:       159 |        159 |                                         sympy.geometry.exceptions
import time:      2760 |       2760 |                                           sympy.sets.handlers.intersection
import time:      1195 |       1195 |                                           sympy.sets.handlers.union
import time:       766 |       4721 |                                         sympy.geometry.entity
import time:       465 |       5343 |                                       sympy.geometry.point
import time:       280 |        280 |                                         sympy.geometry.util
import time:       821 |       1100 |                                       sympy.geometry.line
import time:       366 |        366 |                                       sympy.geometry.plane
import time:       577 |        577 |                                         sympy.geometry.polygon
import time:       489 |       1066 |                                       sympy.geometry.ellipse
import time:       290 |        290 |                                       sympy.geometry.curve
import time:       257 |        257 |                                       sympy.geometry.parabola
import time:       237 |       8656 |                                     sympy.geometry
import time:       356 |        356 |                                       sympy.parsing.sympy_parser
import time:       193 |        549 |                                     sympy.parsing
import time:       432 |        432 |                                       sympy.algebras.quaternion
import time:       188 |        619 |                                     sympy.algebras
import time:       231 |        231 |                                           sympy.plotting.backends
import time:       259 |        259 |                                             sympy.plotting.utils
import time:        94 |         94 |                                                 sympy.plotting.intervalmath.interval_membership
import time:       387 |        481 |                                               sympy.plotting.intervalmath.interval_arithmetic
import time:       264 |        264 |                                               sympy.plotting.intervalmath.lib_interval
import time:        99 |        843 |                                             sympy.plotting.intervalmath
import time:       678 |       1779 |                                           sympy.plotting.series
import time:       291 |       2301 |                                         sympy.plotting.backends.base_backend
import time:       196 |        196 |                                           sympy.plotting.backends.matplotlibbackend.matplotlib
import time:        89 |        284 |                                         sympy.plotting.backends.matplotlibbackend
import time:       195 |        195 |                                             sympy.plotting.textplot
import time:       133 |        328 |                                           sympy.plotting.backends.textbackend.text
import time:        80 |        408 |                                         sympy.plotting.backends.textbackend
import time:       231 |        231 |                                         sympy.plotting.plotgrid
import time:       565 |       3786 |                                       sympy.plotting.plot
import time:       232 |        232 |                                       sympy.plotting.plot_implicit
import time:        84 |         84 |                                       sympy.plotting.pygletplot
import time:       203 |       4304 |                                     sympy.plotting
import time:       285 |        285 |                                       sympy.interactive.printing
import time:       213 |        213 |                                       sympy.interactive.session
import time:       164 |        164 |                                       sympy.interactive.traversal
import time:        86 |        746 |                                     sympy.interactive
import time:       824 |     215018 |                                   sympy
import time:       814 |        814 |                                   torch.fx.experimental.recording
import time:        86 |         86 |                                     torch.utils._sympy
import time:       459 |        459 |                                     torch.utils._sympy.numbers
import time:      2491 |       3036 |                                   torch.utils._sympy.functions
import time:       443 |        443 |                                   torch.utils._sympy.printers
import time:       491 |        491 |                                   torch.utils._sympy.singleton_int
import time:       124 |        124 |                                   torch.utils._sympy.solve
import time:       417 |        417 |                                   torch.utils._sympy.symbol
import time:       130 |        130 |                                     torch.utils._sympy.interp
import time:       995 |       1124 |                                   torch.utils._sympy.value_ranges
import time:       279 |        279 |                                   torch.fx.experimental._size_hinting
import time:      7683 |     229424 |                                 torch.fx.experimental.symbolic_shapes
import time:       358 |        358 |                                 torch._dynamo.metrics_context
import time:       156 |        156 |                                 torch.utils._triton
import time:       112 |        112 |                                 torch._dynamo.graph_utils
import time:       328 |        328 |                                       torch._numpy._casting_dicts
import time:       169 |        497 |                                     torch._numpy._dtypes_impl
import time:       224 |        224 |                                     torch._numpy._util
import time:       382 |        382 |                                       torch._numpy._dtypes
import time:       223 |        605 |                                     torch._numpy._normalizations
import time:       317 |       1641 |                                   torch._numpy.fft
import time:       303 |        303 |                                   torch._numpy.linalg
import time:       210 |        210 |                                   torch._numpy.random
import time:       557 |        557 |                                     torch._numpy._funcs_impl
import time:       316 |        316 |                                     torch._numpy._reductions_impl
import time:       562 |       1434 |                                   torch._numpy._funcs
import time:       195 |        195 |                                   torch._numpy._getlimits
import time:       175 |        175 |                                       torch._numpy._binary_ufuncs_impl
import time:       105 |        105 |                                       torch._numpy._unary_ufuncs_impl
import time:       294 |        572 |                                     torch._numpy._ufuncs
import time:       486 |       1058 |                                   torch._numpy._ndarray
import time:       158 |       4997 |                                 torch._numpy
import time:        46 |         46 |                                 triton
import time:      4578 |     240812 |                               torch._dynamo.utils
import time:       728 |     241540 |                             torch._dynamo.exc
import time:       201 |        201 |                             torch.utils._functools
import time:       158 |        158 |                             torch._dynamo.graph_break_hints
import time:        88 |         88 |                             torch._dynamo.logging
import time:       268 |        268 |                                     torch._dynamo.aot_compile_types
import time:       576 |        576 |                                       ctypes.wintypes
import time:       286 |        286 |                                         torch._inductor.custom_graph_pass
import time:      7238 |       7524 |                                       torch._inductor.config
import time:       363 |        363 |                                       torch._inductor.exc
import time:      3841 |       3841 |                                             _statistics
import time:       492 |       4333 |                                           statistics
import time:       206 |        206 |                                             torch._inductor.analysis
import time:       567 |        773 |                                           torch._inductor.analysis.device_info
import time:       192 |        192 |                                             torch._inductor.runtime
import time:       935 |       1126 |                                           torch._inductor.runtime.hints
import time:       197 |        197 |                                             torch.utils._pallas
import time:       741 |        937 |                                           torch._dynamo.device_interface
import time:       276 |        276 |                                           torch.fx.passes.graph_transform_observer
import time:       176 |        176 |                                             torch._inductor.runtime.cache_dir_utils
import time:        34 |         34 |                                             colorama
import time:       357 |        567 |                                           torch._inductor.runtime.runtime_utils
import time:      2642 |      10652 |                                         torch._inductor.utils
import time:      1332 |      11983 |                                       torch._inductor.cpu_vec_isa
import time:       697 |      21142 |                                     torch._inductor.cpp_builder
import time:      1986 |       1986 |                                     torch._inductor.cudagraph_utils
import time:       446 |      23840 |                                   torch._inductor.standalone_compile
import time:       466 |      24306 |                                 torch._inductor
import time:       450 |      24755 |                               torch._inductor.test_operators
import time:       743 |        743 |                                   torch._dynamo.bytecode_analysis
import time:      1243 |       1985 |                                 torch._dynamo.bytecode_transformation
import time:       792 |       2777 |                               torch._dynamo.resume_execution
import time:       192 |        192 |                                   torch._dynamo.current_scope_id
import time:       135 |        135 |                                     torch.utils._device
import time:     11146 |      11146 |                                     torch._dynamo.source
import time:      1168 |       1168 |                                       torch._dynamo.types
import time:       227 |        227 |                                       torch.fx.experimental._dynamism
import time:       311 |        311 |                                       torch._dynamo.external_utils
import time:       170 |        170 |                                         torch._dynamo.backends
import time:       296 |        465 |                                       torch._dynamo.backends.registry
import time:       189 |        189 |                                       torch._dynamo.code_context
import time:       347 |        347 |                                       torch._dynamo.hooks
import time:       281 |        281 |                                       torch._dynamo.mutation_guard
import time:      1313 |       4298 |                                     torch._dynamo.eval_frame
import time:      2603 |      18181 |                                   torch._dynamo.guards
import time:       219 |        219 |                                     torch._dynamo.graph_bytecode_inputs
import time:       258 |        258 |                                             torch.nn.utils._expanded_weights.expanded_weights_impl
import time:       210 |        468 |                                           torch.nn.utils._expanded_weights.expanded_weights_utils
import time:       233 |        700 |                                         torch.nn.utils._expanded_weights.conv_utils
import time:       281 |        981 |                                       torch.nn.utils._expanded_weights.conv_expanded_weights
import time:       191 |        191 |                                       torch.nn.utils._expanded_weights.embedding_expanded_weights
import time:       206 |        206 |                                       torch.nn.utils._expanded_weights.group_norm_expanded_weights
import time:       418 |        418 |                                       torch.nn.utils._expanded_weights.instance_norm_expanded_weights
import time:        97 |         97 |                                       torch.nn.utils._expanded_weights.layer_norm_expanded_weights
import time:       171 |        171 |                                       torch.nn.utils._expanded_weights.linear_expanded_weights
import time:       204 |       2264 |                                     torch.nn.utils._expanded_weights
import time:      1195 |       1195 |                                     torch._dynamo.replay_record
import time:      1374 |       1374 |                                     torch._dynamo.pgo
import time:       384 |        384 |                                           torch._dynamo.polyfills
import time:       369 |        369 |                                           torch._dynamo.variables.constant
import time:       127 |        127 |                                               torch._dynamo.create_parameter_op
import time:       117 |        117 |                                                 torch._dynamo.variables.hashable
import time:       388 |        388 |                                                 torch._dynamo.variables.sets
import time:       549 |       1052 |                                               torch._dynamo.variables.dicts
import time:       349 |        349 |                                               torch.utils._cxx_pytree
import time:      1049 |       2576 |                                             torch._dynamo.variables.user_defined
import time:       185 |        185 |                                                     torch.distributed._composable_state
import time:       235 |        235 |                                                       torch.distributed.algorithms._checkpoint
import time:       366 |        600 |                                                     torch.distributed.algorithms._checkpoint.checkpoint_wrapper
import time:      1705 |       1705 |                                                     torch.distributed.fsdp.api
import time:       489 |       2977 |                                                   torch.distributed.fsdp._common_utils
import time:       198 |        198 |                                                     torch.testing._internal.distributed
import time:       234 |        432 |                                                   torch.testing._internal.distributed.fake_pg
import time:       166 |        166 |                                                                 torch.distributed._shard.common_op_utils
import time:       179 |        345 |                                                               torch.distributed._shard.op_registry_utils
import time:       280 |        280 |                                                                   torch.distributed._shard.metadata
import time:       686 |        686 |                                                                     torch.distributed._shard.sharded_tensor.metadata
import time:       263 |        263 |                                                                     torch.distributed._shard.sharding_spec._internals
import time:       575 |       1523 |                                                                   torch.distributed._shard.sharding_spec.api
import time:        87 |         87 |                                                                     torch.distributed._shard._utils
import time:       221 |        221 |                                                                     torch.distributed._shard.sharded_tensor.shard
import time:       195 |        195 |                                                                     torch.distributed._shard.sharded_tensor.utils
import time:       482 |        983 |                                                                   torch.distributed._shard.sharding_spec.chunk_sharding_spec
import time:       100 |       2884 |                                                                 torch.distributed._shard.sharding_spec
import time:       449 |        449 |                                                                       torch.distributed.nn.functional
import time:       247 |        247 |                                                                         torch.distributed.nn.api
import time:       180 |        180 |                                                                         torch.distributed.nn.jit
import time:       214 |        214 |                                                                             torch.distributed.nn.jit.templates
import time:       127 |        341 |                                                                           torch.distributed.nn.jit.templates.remote_module_template
import time:       181 |        521 |                                                                         torch.distributed.nn.jit.instantiator
import time:       853 |       1799 |                                                                       torch.distributed.nn.api.remote_module
import time:       102 |       2349 |                                                                     torch.distributed.nn
import time:         8 |       2356 |                                                                   torch.distributed.nn.functional
import time:       132 |       2488 |                                                                 torch.distributed._shard.sharded_tensor.reshard
import time:       756 |       6127 |                                                               torch.distributed._shard.sharded_tensor.api
import time:       165 |        165 |                                                                 torch.distributed._shard.sharded_tensor._ops.misc_ops
import time:       214 |        214 |                                                                   torch.distributed._shard.sharded_tensor._ops._common
import time:       351 |        564 |                                                                 torch.distributed._shard.sharded_tensor._ops.tensor_ops
import time:       223 |        223 |                                                                   torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops
import time:       237 |        237 |                                                                   torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops._common
import time:       204 |        663 |                                                                 torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops.embedding
import time:       280 |        280 |                                                                 torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops.embedding_bag
import time:       229 |        229 |                                                                 torch.distributed._shard.sharded_tensor._ops.binary_cmp
import time:       338 |        338 |                                                                 torch.distributed._shard.sharded_tensor._ops.init
import time:       165 |       2402 |                                                               torch.distributed._shard.sharded_tensor._ops
import time:       280 |       9153 |                                                             torch.distributed._shard.sharded_tensor
import time:       226 |        226 |                                                             torch.distributed._shard.sharder
import time:       392 |        392 |                                                               torch.distributed._shard.sharding_plan.api
import time:       228 |        620 |                                                             torch.distributed._shard.sharding_plan
import time:       366 |      10363 |                                                           torch.distributed._shard.api
import time:       159 |      10522 |                                                         torch.distributed._shard
import time:         7 |      10529 |                                                       torch.distributed._shard.sharded_tensor
import time:         8 |      10536 |                                                     torch.distributed._shard.sharded_tensor.api
import time:       148 |        148 |                                                                   torch.distributed._functional_collectives_impl
import time:       247 |        247 |                                                                   torch.utils._cxx_pytree
import time:     62275 |      62669 |                                                                 torch.distributed._functional_collectives
import time:       445 |        445 |                                                                   torch.distributed._local_tensor._c10d
import time:      1120 |       1565 |                                                                 torch.distributed._local_tensor
import time:      3137 |       3137 |                                                                 torch.distributed.tensor._collective_utils
import time:       403 |        403 |                                                                 torch.distributed.tensor._ops._mask_buffer
import time:       769 |      68540 |                                                               torch.distributed.tensor.placement_types
import time:       729 |      69269 |                                                             torch.distributed.tensor._dtensor_spec
import time:       168 |        168 |                                                               torch.utils._cxx_pytree
import time:      1337 |       1504 |                                                             torch.distributed.tensor._op_schema
import time:       163 |        163 |                                                               torch.distributed.tensor.device_mesh
import time:       934 |       1096 |                                                             torch.distributed.tensor._ops.single_dim_strategy
import time:       277 |        277 |                                                                   torch.distributed.tensor._random
import time:       271 |        271 |                                                                     torch.distributed.tensor._utils
import time:       228 |        498 |                                                                   torch.distributed.tensor._nonlinear_redux
import time:      1446 |       1446 |                                                                   torch.distributed.tensor._redistribute
import time:       260 |        260 |                                                                     torch.distributed.tensor._decompositions
import time:       399 |        659 |                                                                   torch.distributed.tensor._sharding_prop
import time:       205 |        205 |                                                                   torch.distributed.tensor._tp_conv
import time:       127 |        127 |                                                                   torch.utils._cxx_pytree
import time:       374 |       3583 |                                                                 torch.distributed.tensor._dispatch
import time:       586 |       4169 |                                                               torch.distributed.tensor._api
import time:       343 |       4511 |                                                             torch.distributed.tensor._ops.utils
import time:       281 |      76661 |                                                           torch.distributed.tensor._ops._conv_ops
import time:       224 |        224 |                                                           torch.distributed.tensor._ops._embedding_ops
import time:      2226 |       2226 |                                                           torch.distributed.tensor._ops._math_ops
import time:       331 |        331 |                                                             torch.distributed.tensor._ops._einsum_strategy
import time:       579 |        910 |                                                           torch.distributed.tensor._ops._matrix_ops
import time:     16082 |      16082 |                                                           torch.distributed.tensor._ops._pointwise_ops
import time:       315 |        315 |                                                           torch.distributed.tensor._ops._random_ops
import time:       785 |        785 |                                                           torch.distributed.tensor._ops._tensor_ops
import time:      1712 |       1712 |                                                           torch.distributed.tensor._ops._view_ops
import time:       224 |      99135 |                                                         torch.distributed.tensor._ops
import time:       207 |      99342 |                                                       torch.distributed.tensor
import time:       128 |      99470 |                                                     torch.distributed.fsdp._shard_utils
import time:       249 |     110254 |                                                   torch.distributed.fsdp._fsdp_extensions
import time:      1160 |     114821 |                                                 torch.distributed.fsdp._flat_param
import time:       831 |        831 |                                                   torch.distributed.fsdp._fully_shard._fsdp_api
import time:       286 |        286 |                                                         torch.distributed._composable.contract
import time:       264 |        550 |                                                       torch.distributed._composable.checkpoint_activation
import time:       242 |        242 |                                                       torch.distributed._composable.replicate
import time:       184 |        974 |                                                     torch.distributed._composable
import time:      1506 |       1506 |                                                     torch.distributed.fsdp._fully_shard._fsdp_common
import time:       826 |        826 |                                                             torch.distributed._symmetric_memory
import time:       872 |        872 |                                                             torch.distributed.fsdp._fully_shard._fsdp_param
import time:       716 |       2413 |                                                           torch.distributed.fsdp._fully_shard._fsdp_collectives
import time:       679 |       3091 |                                                         torch.distributed.fsdp._fully_shard._fsdp_param_group
import time:       338 |       3429 |                                                       torch.distributed.fsdp._fully_shard._fsdp_state
import time:       306 |       3734 |                                                     torch.distributed.fsdp._fully_shard._fsdp_init
import time:       407 |       6620 |                                                   torch.distributed.fsdp._fully_shard._fully_shard
import time:       222 |       7672 |                                                 torch.distributed.fsdp._fully_shard
import time:        98 |         98 |                                                   torch.distributed.fsdp._traversal_utils
import time:       238 |        238 |                                                     torch.distributed.algorithms._comm_hooks.default_hooks
import time:       170 |        408 |                                                   torch.distributed.algorithms._comm_hooks
import time:       154 |        154 |                                                   torch.distributed.fsdp._dynamo_utils
import time:       283 |        283 |                                                     torch.distributed.fsdp._exec_order_utils
import time:       168 |        168 |                                                     torch.distributed.fsdp._limiter_utils
import time:       302 |        302 |                                                     torch.distributed.fsdp.wrap
import time:       328 |        328 |                                                           torch.distributed.tensor.parallel.style
import time:       213 |        540 |                                                         torch.distributed.tensor.parallel.api
import time:       257 |        257 |                                                         torch.distributed.tensor.parallel.loss
import time:       168 |        964 |                                                       torch.distributed.tensor.parallel
import time:       168 |        168 |                                                       torch.distributed.tensor.parallel._data_parallel_utils
import time:       325 |       1456 |                                                     torch.distributed.tensor.parallel.fsdp
import time:        39 |         39 |                                                     torchdistx
import time:       374 |       2620 |                                                   torch.distributed.fsdp._init_utils
import time:       431 |        431 |                                                   torch.distributed.fsdp._runtime_utils
import time:       230 |        230 |                                                   torch.distributed.fsdp._wrap_utils
import time:        75 |         75 |                                                       torch.cuda._pin_memory_utils
import time:       347 |        422 |                                                     torch.distributed._state_dict_utils
import time:       278 |        278 |                                                     torch.distributed.fsdp._debug_utils
import time:      1051 |       1749 |                                                   torch.distributed.fsdp._optim_utils
import time:       241 |        241 |                                                     torch.distributed.fsdp._unshard_param_utils
import time:       441 |        681 |                                                   torch.distributed.fsdp._state_dict_utils
import time:       602 |       6968 |                                                 torch.distributed.fsdp.fully_sharded_data_parallel
import time:       226 |     129687 |                                               torch.distributed.fsdp
import time:         9 |     129695 |                                             torch.distributed.fsdp._fully_shard
import time:      2024 |       2024 |                                             torch._higher_order_ops.triton_kernel_wrap
import time:      1185 |     135480 |                                           torch._dynamo.variables.functions
import time:       453 |        453 |                                           torch._dynamo.variables.iter
import time:       712 |     137397 |                                         torch._dynamo.variables.lists
import time:      1221 |     138618 |                                       torch._dynamo.variables.misc
import time:       376 |        376 |                                           torch._dynamo.variables.lazy
import time:       465 |        840 |                                         torch._dynamo.variables.nn_module
import time:       348 |        348 |                                         torch._dynamo.variables.script_object
import time:      5788 |       5788 |                                                 torch._functorch._aot_autograd.descriptors
import time:       796 |        796 |                                                 torch._functorch._aot_autograd.functional_utils
import time:      4847 |       4847 |                                                 torch._functorch._aot_autograd.schemas
import time:       210 |        210 |                                                 torch._functorch._aot_autograd.subclass_utils
import time:       315 |      11956 |                                               torch._functorch._aot_autograd.collect_metadata_analysis
import time:       918 |        918 |                                                 torch._decomp.decompositions_for_rng
import time:       238 |        238 |                                                 torch._functorch._aot_autograd.logging_utils
import time:       736 |       1891 |                                               torch._functorch._aot_autograd.graph_capture_wrappers
import time:       269 |        269 |                                               torch._functorch._aot_autograd.input_output_analysis
import time:      3803 |      17917 |                                             torch._functorch._aot_autograd.runtime_wrappers
import time:       562 |      18479 |                                           torch._dynamo.compiled_autograd
import time:      6215 |       6215 |                                           torch._dynamo._trace_wrapped_higher_order_op
import time:       891 |      25584 |                                         torch._dynamo.variables.tensor
import time:      1021 |       1021 |                                           torch._dynamo.variables.ctx_manager
import time:       556 |       1577 |                                         torch._dynamo.variables.torch_function
import time:       607 |      28955 |                                       torch._dynamo.codegen
import time:       540 |     168112 |                                     torch._dynamo.side_effects
import time:       977 |        977 |                                     torch._dynamo.variables.builtin
import time:       342 |        342 |                                     torch._dynamo.variables.distributed
import time:      1120 |       1120 |                                       torch._dynamo.variables.invoke_subgraph
import time:      1745 |       2865 |                                     torch._dynamo.variables.higher_order_ops
import time:       369 |        369 |                                     torch._dynamo.variables.optimizer
import time:       227 |        227 |                                     torch._dynamo.variables.sdpa
import time:      6915 |       6915 |                                     torch._dynamo.variables.streams
import time:      1368 |       1368 |                                     torch._dynamo.variables.torch
import time:      1521 |     187741 |                                   torch._dynamo.variables.builder
import time:       777 |     206890 |                                 torch._dynamo.variables.base
import time:       337 |     207226 |                               torch._dynamo.variables
import time:      4772 |     239528 |                             torch._dynamo.trace_rules
import time:       419 |        419 |                                   torch._dynamo.graph_region_tracker
import time:       433 |        852 |                                 torch._dynamo.graph_deduplication
import time:       431 |        431 |                                 torch._dynamo.graph_id_filter
import time:      3544 |       4826 |                               torch._dynamo.output_graph
import time:       719 |       5545 |                             torch._dynamo.comprehension_graph_break
import time:       334 |        334 |                             torch._dynamo.funcname_cache
import time:      5539 |     493814 |                           torch._dynamo.symbolic_convert
import time:      1633 |       1633 |                             torch._dynamo.comptime
import time:      1172 |       2804 |                           torch._dynamo.decorators
import time:       440 |        440 |                           torch._dynamo.cache_size
import time:      2272 |     511084 |                         torch._dynamo.convert_frame
import time:      3031 |       3031 |                         torch._dynamo.package
import time:      1659 |     515773 |                       torch._dynamo.aot_compile
import time:      1162 |       1162 |                       torch._dynamo.bytecode_debugger
import time:       586 |        586 |                       torch._dynamo.functional_export
import time:       274 |        274 |                         torch.onnx.errors
import time:       207 |        207 |                             torch.onnx.ops._dtype_mappings
import time:      4495 |       4701 |                           torch.onnx.ops._impl
import time:      3212 |       3212 |                           torch.onnx.ops._symbolic_impl
import time:       277 |       8189 |                         torch.onnx.ops
import time:       228 |        228 |                             torch.onnx._internal
import time:       215 |        443 |                           torch.onnx._internal.exporter
import time:       270 |        713 |                         torch.onnx._internal.exporter._exportable_module
import time:       191 |        191 |                             torch.onnx._internal._lazy_import
import time:       233 |        233 |                             torch.onnx._internal.exporter._dynamic_shapes
import time:       166 |        166 |                               torch.onnx._internal.exporter._constants
import time:       218 |        383 |                             torch.onnx._internal.exporter._ir_passes
import time:       330 |       1135 |                           torch.onnx._internal.exporter._onnx_program
import time:       402 |       1536 |                         torch.onnx._internal.exporter._input_observer
import time:        90 |         90 |                         torch.onnx._internal.torchscript_exporter
import time:       207 |        207 |                           torch.onnx._constants
import time:       495 |        495 |                           torch.onnx._internal.torchscript_exporter._type_utils
import time:       314 |        314 |                             torch.onnx._internal.torchscript_exporter.registration
import time:       202 |        202 |                             torch.onnx._internal.torchscript_exporter._globals
import time:       777 |       1292 |                           torch.onnx._internal.torchscript_exporter.jit_utils
import time:       251 |        251 |                             torch.onnx._internal.torchscript_exporter.onnx_proto_utils
import time:       490 |        740 |                           torch.onnx._internal.torchscript_exporter.utils
import time:       627 |       3359 |                         torch.onnx._internal.torchscript_exporter.symbolic_helper
